Age,Gender,Location,Income,Debt,Owns Home,Profession,Demographics,Platform,Total Time Spent,Video Category,Owns Car
36,Male,Germany,99239,TRUE,FALSE,Students,Rural,Instagram,76,Pranks,FALSE
53,Male,India,20929,FALSE,TRUE,Students,Rural,Instagram,39,Vlogs,TRUE
29,Female,Vietnam,97487,TRUE,FALSE,driver,Rural,TikTok,123,Comedy,FALSE
58,Other,Barzil,37438,FALSE,TRUE,Teacher,Rural,Facebook,213,Jokes/Memes,TRUE
36,Other,India,68515,TRUE,FALSE,Students,Rural,YouTube,38,Trends,FALSE
29,Male,India,25744,FALSE,TRUE,Manager,Rural,Facebook,140,Vlogs,TRUE
26,Other,United States,62417,TRUE,FALSE,Students,Rural,Instagram,194,Jokes/Memes,FALSE
24,Male,India,27069,FALSE,TRUE,Students,Rural,Facebook,262,Life Hacks,TRUE
45,Female,India,62359,TRUE,TRUE,Labor/Worker,Rural,Instagram,295,Jokes/Memes,TRUE
31,Male,Pakistan,39799,FALSE,TRUE,Waiting staff,Rural,YouTube,71,Jokes/Memes,TRUE
48,Female,Japan,90188,TRUE,TRUE,Waiting staff,Rural,YouTube,12,Gaming,TRUE
36,Female,India,27597,FALSE,FALSE,Cashier,Urban,TikTok,77,Jokes/Memes,FALSE
64,Male,Germany,67093,TRUE,TRUE,Students,Rural,TikTok,34,Pranks,TRUE
33,Female,India,57226,TRUE,FALSE,Teacher,Rural,Facebook,188,Life Hacks,FALSE
22,Male,Philippines,92127,TRUE,TRUE,Waiting staff,Rural,YouTube,150,Pranks,TRUE
52,Other,Mexico,97362,TRUE,FALSE,Labor/Worker,Rural,YouTube,240,Vlogs,FALSE
29,Male,Japan,46417,FALSE,TRUE,Students,Rural,TikTok,172,Pranks,TRUE
42,Male,Barzil,38693,FALSE,FALSE,driver,Rural,Instagram,139,Vlogs,FALSE
38,Male,India,99674,TRUE,TRUE,driver,Rural,Facebook,255,ASMR,TRUE
53,Other,Japan,73161,TRUE,FALSE,Teacher,Rural,Facebook,181,Vlogs,FALSE
40,Female,India,22169,FALSE,TRUE,Teacher,Rural,TikTok,73,Life Hacks,TRUE
33,Male,United States,42052,FALSE,FALSE,Cashier,Rural,YouTube,40,ASMR,FALSE
56,Female,Japan,91849,TRUE,TRUE,Labor/Worker,Rural,TikTok,56,Vlogs,TRUE
62,Male,Vietnam,93851,TRUE,FALSE,Students,Urban,TikTok,139,Gaming,FALSE
59,Female,India,28036,FALSE,TRUE,Labor/Worker,Rural,TikTok,119,Gaming,TRUE
56,Male,Barzil,51778,TRUE,FALSE,Students,Rural,TikTok,78,Comedy,FALSE
31,Male,Vietnam,47734,FALSE,TRUE,Waiting staff,Urban,Instagram,67,Jokes/Memes,TRUE
48,Female,India,43173,FALSE,FALSE,Labor/Worker,Rural,Instagram,115,Vlogs,FALSE
22,Male,United States,50403,TRUE,TRUE,Labor/Worker,Rural,YouTube,265,Life Hacks,TRUE
52,Other,United States,86321,TRUE,TRUE,Cashier,Rural,TikTok,180,ASMR,TRUE
40,Male,Barzil,91675,TRUE,TRUE,Labor/Worker,Rural,Instagram,171,Gaming,TRUE
46,Male,Mexico,26344,FALSE,TRUE,Cashier,Rural,YouTube,295,Gaming,TRUE
60,Other,India,38800,FALSE,FALSE,Labor/Worker,Urban,TikTok,80,Entertainment,FALSE
28,Male,United States,45372,FALSE,TRUE,Teacher,Rural,Facebook,264,Jokes/Memes,TRUE
35,Male,Barzil,81516,TRUE,FALSE,Labor/Worker,Rural,Instagram,64,Entertainment,FALSE
64,Male,Vietnam,40538,FALSE,TRUE,Students,Rural,YouTube,12,Comedy,TRUE
29,Female,United States,83918,TRUE,FALSE,Labor/Worker,Rural,Facebook,35,Pranks,FALSE
26,Female,Philippines,34973,FALSE,TRUE,Students,Rural,TikTok,135,Jokes/Memes,TRUE
27,Male,United States,91155,TRUE,FALSE,Cashier,Rural,TikTok,62,Life Hacks,FALSE
61,Male,United States,79500,TRUE,TRUE,Students,Urban,TikTok,207,Life Hacks,TRUE
34,Male,Vietnam,56575,TRUE,FALSE,Waiting staff,Urban,Instagram,197,Vlogs,FALSE
55,Female,Indonesia,62261,TRUE,TRUE,Waiting staff,Rural,YouTube,195,Trends,TRUE
24,Male,Barzil,47716,FALSE,FALSE,Waiting staff,Rural,Facebook,213,Gaming,FALSE
63,Female,India,23236,FALSE,TRUE,Artist,Rural,YouTube,20,Entertainment,TRUE
30,Female,United States,35848,FALSE,FALSE,driver,Rural,Instagram,155,ASMR,FALSE
57,Other,United States,22352,FALSE,TRUE,Students,Rural,YouTube,94,Life Hacks,TRUE
59,Male,Philippines,21932,FALSE,FALSE,Waiting staff,Rural,Instagram,109,Jokes/Memes,FALSE
26,Male,India,96449,TRUE,TRUE,Cashier,Rural,TikTok,113,Life Hacks,TRUE
44,Male,Barzil,28556,FALSE,FALSE,driver,Rural,Facebook,55,Life Hacks,FALSE
19,Other,Germany,25498,FALSE,TRUE,Waiting staff,Rural,TikTok,53,Pranks,TRUE
22,Male,Vietnam,96118,TRUE,TRUE,Labor/Worker,Rural,YouTube,287,Trends,TRUE
46,Male,Indonesia,70098,TRUE,TRUE,driver,Rural,TikTok,190,Trends,TRUE
54,Male,Barzil,84386,TRUE,TRUE,driver,Rural,Facebook,196,Gaming,TRUE
55,Male,United States,29569,FALSE,FALSE,Students,Urban,TikTok,123,Entertainment,FALSE
36,Female,Philippines,76882,TRUE,TRUE,Labor/Worker,Rural,Facebook,264,Vlogs,TRUE
25,Other,Indonesia,90393,TRUE,FALSE,Manager,Urban,Facebook,39,Entertainment,FALSE
62,Male,United States,20340,FALSE,TRUE,Waiting staff,Urban,TikTok,273,Comedy,TRUE
18,Female,Barzil,63949,TRUE,FALSE,Waiting staff,Rural,Instagram,107,Vlogs,FALSE
39,Male,India,82443,TRUE,TRUE,Labor/Worker,Rural,YouTube,124,Gaming,TRUE
34,Male,Germany,94027,TRUE,FALSE,Labor/Worker,Rural,Instagram,285,Vlogs,FALSE
24,Male,United States,20138,FALSE,TRUE,Labor/Worker,Rural,Instagram,290,Jokes/Memes,TRUE
42,Male,Indonesia,20358,FALSE,FALSE,Cashier,Rural,TikTok,284,Gaming,FALSE
62,Female,Indonesia,95250,TRUE,TRUE,Waiting staff,Urban,YouTube,270,Trends,TRUE
21,Male,United States,50654,TRUE,FALSE,Waiting staff,Rural,YouTube,216,Trends,FALSE
53,Male,Pakistan,45879,FALSE,TRUE,Students,Rural,Instagram,220,Vlogs,TRUE
23,Male,Barzil,75778,TRUE,FALSE,Artist,Rural,TikTok,224,ASMR,FALSE
48,Male,Pakistan,57772,TRUE,TRUE,Students,Rural,YouTube,49,Pranks,TRUE
36,Female,Mexico,78478,TRUE,FALSE,Labor/Worker,Rural,Instagram,35,Entertainment,FALSE
61,Female,Barzil,84353,TRUE,TRUE,Engineer,Urban,YouTube,36,Jokes/Memes,TRUE
56,Female,United States,46762,FALSE,FALSE,Artist,Rural,TikTok,199,Entertainment,FALSE
44,Male,India,33283,FALSE,TRUE,Labor/Worker,Urban,TikTok,92,Gaming,TRUE
27,Male,Philippines,83922,TRUE,TRUE,Labor/Worker,Rural,TikTok,179,Jokes/Memes,TRUE
43,Male,United States,59420,TRUE,TRUE,Engineer,Urban,YouTube,176,Trends,TRUE
36,Male,Pakistan,75568,TRUE,TRUE,Waiting staff,Rural,Facebook,197,ASMR,TRUE
56,Male,India,40219,FALSE,FALSE,Waiting staff,Rural,YouTube,178,ASMR,FALSE
20,Female,Philippines,77169,TRUE,TRUE,Waiting staff,Rural,Facebook,298,Life Hacks,TRUE
62,Female,United States,94965,TRUE,FALSE,driver,Rural,TikTok,238,Trends,FALSE
30,Other,United States,66840,TRUE,TRUE,driver,Rural,Instagram,106,ASMR,TRUE
45,Male,India,64695,TRUE,FALSE,Students,Rural,Facebook,25,Jokes/Memes,FALSE
37,Male,United States,97988,TRUE,TRUE,Engineer,Rural,TikTok,288,Gaming,TRUE
45,Female,Philippines,78342,TRUE,FALSE,Students,Rural,TikTok,144,Trends,FALSE
25,Female,United States,38951,FALSE,TRUE,Labor/Worker,Rural,Facebook,35,Jokes/Memes,TRUE
58,Other,India,21307,FALSE,FALSE,Students,Rural,Instagram,21,ASMR,FALSE
56,Male,India,55428,TRUE,TRUE,Labor/Worker,Rural,TikTok,81,Jokes/Memes,TRUE
18,Female,India,95774,TRUE,FALSE,Waiting staff,Rural,Facebook,142,Entertainment,FALSE
20,Male,Vietnam,58975,TRUE,TRUE,Students,Urban,Instagram,115,ASMR,TRUE
30,Female,Germany,21140,FALSE,FALSE,Labor/Worker,Rural,Instagram,229,Pranks,FALSE
45,Male,United States,44842,FALSE,TRUE,Labor/Worker,Rural,TikTok,186,Life Hacks,TRUE
42,Male,United States,46421,FALSE,FALSE,Cashier,Rural,YouTube,291,Vlogs,FALSE
50,Male,Barzil,21708,FALSE,TRUE,Artist,Rural,YouTube,142,Vlogs,TRUE
55,Female,United States,23630,FALSE,FALSE,Waiting staff,Urban,TikTok,31,Jokes/Memes,FALSE
23,Male,Pakistan,39595,FALSE,TRUE,Students,Rural,Instagram,278,Vlogs,TRUE
61,Other,United States,96021,TRUE,TRUE,Students,Rural,TikTok,170,Pranks,TRUE
62,Male,India,48308,FALSE,TRUE,Labor/Worker,Rural,Facebook,116,Life Hacks,TRUE
49,Male,United States,64789,TRUE,TRUE,Students,Rural,YouTube,288,Gaming,TRUE
62,Female,Vietnam,75690,TRUE,FALSE,Labor/Worker,Rural,Facebook,244,Pranks,FALSE
64,Male,India,46086,FALSE,TRUE,Labor/Worker,Rural,TikTok,27,Gaming,TRUE
38,Female,Mexico,36859,FALSE,FALSE,Waiting staff,Rural,TikTok,251,Vlogs,FALSE
33,Male,India,27684,FALSE,TRUE,Cashier,Rural,Instagram,126,Life Hacks,TRUE
38,Male,Japan,21207,FALSE,FALSE,Students,Rural,Instagram,295,Trends,FALSE
28,Male,Philippines,66099,TRUE,TRUE,Manager,Rural,Instagram,291,Life Hacks,TRUE
54,Male,United States,87496,TRUE,FALSE,Students,Rural,Facebook,153,Jokes/Memes,FALSE
53,Other,Philippines,86093,TRUE,TRUE,Students,Rural,Instagram,214,ASMR,TRUE
52,Male,Indonesia,49689,FALSE,FALSE,Labor/Worker,Rural,TikTok,48,Life Hacks,FALSE
36,Female,Pakistan,68651,TRUE,TRUE,driver,Urban,Instagram,163,ASMR,TRUE
37,Male,United States,33893,FALSE,FALSE,Students,Urban,YouTube,185,Life Hacks,FALSE
35,Male,Pakistan,86418,TRUE,TRUE,Students,Urban,Instagram,250,Jokes/Memes,TRUE
64,Male,Philippines,80011,TRUE,FALSE,Waiting staff,Urban,Facebook,143,Pranks,FALSE
58,Male,India,58635,TRUE,TRUE,Students,Rural,YouTube,55,Vlogs,TRUE
31,Male,Japan,76115,TRUE,FALSE,Waiting staff,Rural,YouTube,59,Entertainment,FALSE
32,Male,India,98405,TRUE,TRUE,Waiting staff,Rural,YouTube,175,Entertainment,TRUE
48,Male,Mexico,92702,TRUE,FALSE,Students,Rural,Facebook,115,Gaming,FALSE
18,Male,Japan,98518,TRUE,TRUE,Labor/Worker,Rural,TikTok,225,Pranks,TRUE
20,Male,Japan,92805,TRUE,TRUE,Students,Rural,Instagram,155,Life Hacks,TRUE
33,Female,India,78954,TRUE,TRUE,Teacher,Rural,YouTube,81,Jokes/Memes,TRUE
40,Female,India,48064,FALSE,TRUE,Artist,Rural,YouTube,282,Pranks,TRUE
28,Male,Vietnam,99063,TRUE,FALSE,Manager,Rural,YouTube,256,Vlogs,FALSE
29,Other,Philippines,22454,FALSE,TRUE,Manager,Urban,TikTok,195,Life Hacks,TRUE
27,Female,India,40878,FALSE,FALSE,Labor/Worker,Rural,TikTok,79,Life Hacks,FALSE
49,Male,Pakistan,71098,TRUE,TRUE,Labor/Worker,Rural,Facebook,159,Entertainment,TRUE
33,Male,India,82154,TRUE,FALSE,Teacher,Rural,TikTok,255,ASMR,FALSE
25,Male,Pakistan,32991,FALSE,TRUE,Students,Urban,Instagram,271,Entertainment,TRUE
55,Female,Vietnam,88344,TRUE,FALSE,driver,Rural,Facebook,35,Pranks,FALSE
29,Male,Mexico,56593,TRUE,TRUE,driver,Rural,Facebook,149,Jokes/Memes,TRUE
41,Male,United States,56304,TRUE,FALSE,Students,Rural,Instagram,108,Gaming,FALSE
45,Female,Vietnam,50386,TRUE,TRUE,Waiting staff,Rural,Instagram,287,Pranks,TRUE
25,Female,Germany,75220,TRUE,FALSE,Students,Rural,Instagram,60,ASMR,FALSE
45,Male,Barzil,89338,TRUE,TRUE,Students,Rural,Facebook,160,Life Hacks,TRUE
53,Male,India,41083,FALSE,FALSE,Waiting staff,Urban,Facebook,113,Pranks,FALSE
43,Other,Mexico,38354,FALSE,TRUE,Students,Rural,Facebook,98,Vlogs,TRUE
25,Female,Germany,42190,FALSE,FALSE,Waiting staff,Rural,Instagram,150,Jokes/Memes,FALSE
45,Female,Indonesia,26142,FALSE,TRUE,Cashier,Rural,Instagram,222,Life Hacks,TRUE
45,Female,Mexico,48398,FALSE,FALSE,Teacher,Urban,YouTube,242,Life Hacks,FALSE
54,Other,India,71971,TRUE,TRUE,Cashier,Urban,TikTok,192,Gaming,TRUE
58,Male,India,61862,TRUE,TRUE,Artist,Rural,YouTube,260,Vlogs,TRUE
53,Male,Vietnam,73410,TRUE,TRUE,Students,Rural,Instagram,18,Life Hacks,TRUE
44,Female,Barzil,39503,FALSE,TRUE,Cashier,Rural,Facebook,88,Gaming,TRUE
34,Female,Mexico,68456,TRUE,FALSE,Students,Urban,Instagram,61,Vlogs,FALSE
26,Male,Philippines,28016,FALSE,TRUE,Students,Urban,TikTok,278,Life Hacks,TRUE
50,Other,India,22384,FALSE,FALSE,Cashier,Rural,YouTube,235,Jokes/Memes,FALSE
37,Male,United States,82320,TRUE,TRUE,Students,Rural,YouTube,60,Trends,TRUE
30,Male,Vietnam,35072,FALSE,FALSE,Students,Urban,Facebook,195,Jokes/Memes,FALSE
45,Male,India,60510,TRUE,TRUE,driver,Rural,YouTube,43,Vlogs,TRUE
46,Male,Barzil,68933,TRUE,FALSE,Labor/Worker,Rural,YouTube,239,Trends,FALSE
30,Female,United States,41826,FALSE,TRUE,Labor/Worker,Urban,Instagram,140,Entertainment,TRUE
63,Female,Mexico,88026,TRUE,FALSE,Labor/Worker,Rural,YouTube,129,Pranks,FALSE
52,Male,Philippines,45518,FALSE,TRUE,Artist,Rural,YouTube,256,Life Hacks,TRUE
23,Male,Mexico,44045,FALSE,FALSE,Waiting staff,Rural,YouTube,201,Entertainment,FALSE
35,Other,Japan,70876,TRUE,TRUE,Students,Rural,Facebook,219,Life Hacks,TRUE
22,Male,Barzil,71919,TRUE,FALSE,Waiting staff,Rural,Facebook,112,Entertainment,FALSE
64,Other,Germany,47103,FALSE,TRUE,Students,Rural,Instagram,142,Vlogs,TRUE
42,Female,India,56188,TRUE,FALSE,Artist,Rural,YouTube,148,Entertainment,FALSE
19,Male,Philippines,25845,FALSE,TRUE,Labor/Worker,Rural,Facebook,130,ASMR,TRUE
27,Female,India,56674,TRUE,FALSE,driver,Rural,Facebook,103,Jokes/Memes,FALSE
47,Female,Mexico,39337,FALSE,TRUE,Waiting staff,Rural,Instagram,138,Vlogs,TRUE
62,Female,India,42313,FALSE,TRUE,driver,Rural,TikTok,100,Vlogs,TRUE
22,Other,Mexico,46943,FALSE,TRUE,Students,Urban,YouTube,101,Life Hacks,TRUE
50,Male,India,97949,TRUE,TRUE,Waiting staff,Urban,Facebook,72,Trends,TRUE
18,Male,United States,20276,FALSE,FALSE,Students,Rural,Instagram,38,Vlogs,FALSE
35,Other,United States,71151,TRUE,TRUE,Labor/Worker,Rural,Instagram,219,Pranks,TRUE
49,Female,United States,37611,FALSE,FALSE,Cashier,Urban,Instagram,21,Gaming,FALSE
64,Female,Mexico,31944,FALSE,TRUE,Artist,Rural,Facebook,139,Life Hacks,TRUE
28,Female,Pakistan,72887,TRUE,FALSE,Students,Rural,YouTube,182,ASMR,FALSE
38,Female,United States,69847,TRUE,TRUE,Cashier,Rural,TikTok,217,Trends,TRUE
43,Female,Germany,78653,TRUE,FALSE,Students,Rural,YouTube,33,Pranks,FALSE
42,Male,United States,76622,TRUE,TRUE,Waiting staff,Rural,Instagram,108,ASMR,TRUE
39,Male,India,47810,FALSE,FALSE,Waiting staff,Rural,Instagram,148,Trends,FALSE
44,Female,Barzil,97842,TRUE,TRUE,Engineer,Rural,TikTok,183,Vlogs,TRUE
30,Other,India,30503,FALSE,FALSE,driver,Rural,YouTube,38,Pranks,FALSE
50,Male,Vietnam,56976,TRUE,TRUE,Waiting staff,Rural,Instagram,152,Comedy,TRUE
51,Female,India,31590,FALSE,FALSE,Waiting staff,Rural,Instagram,51,Trends,FALSE
58,Other,Germany,30886,FALSE,TRUE,Waiting staff,Rural,YouTube,217,Gaming,TRUE
52,Male,Pakistan,32866,FALSE,FALSE,Students,Rural,Instagram,201,Entertainment,FALSE
18,Other,United States,86624,TRUE,TRUE,Waiting staff,Rural,YouTube,169,Life Hacks,TRUE
38,Female,United States,88899,TRUE,FALSE,Students,Rural,Instagram,73,Gaming,FALSE
23,Male,Indonesia,52792,TRUE,TRUE,Cashier,Rural,YouTube,252,Gaming,TRUE
45,Female,Mexico,29764,FALSE,TRUE,driver,Rural,TikTok,267,ASMR,TRUE
34,Female,Pakistan,62727,TRUE,TRUE,Students,Rural,Instagram,161,ASMR,TRUE
22,Other,Indonesia,98471,TRUE,TRUE,driver,Rural,TikTok,224,Entertainment,TRUE
48,Male,Vietnam,28068,FALSE,FALSE,Labor/Worker,Rural,Instagram,175,Life Hacks,FALSE
22,Female,India,27295,FALSE,TRUE,Students,Rural,Instagram,40,Trends,TRUE
55,Female,Mexico,61160,TRUE,FALSE,Manager,Rural,Facebook,241,Life Hacks,FALSE
20,Male,Mexico,31390,FALSE,TRUE,Cashier,Rural,YouTube,291,Pranks,TRUE
40,Male,Japan,40131,FALSE,FALSE,Cashier,Urban,TikTok,38,Entertainment,FALSE
54,Female,Japan,95969,TRUE,TRUE,Engineer,Urban,TikTok,204,Pranks,TRUE
54,Male,India,35038,FALSE,FALSE,Students,Rural,TikTok,265,Pranks,FALSE
27,Female,India,72327,TRUE,TRUE,Waiting staff,Rural,YouTube,290,Pranks,TRUE
27,Male,India,97064,TRUE,FALSE,Teacher,Rural,Facebook,96,Entertainment,FALSE
36,Male,India,41281,FALSE,TRUE,Cashier,Rural,TikTok,158,Entertainment,TRUE
34,Male,United States,74189,TRUE,FALSE,Labor/Worker,Urban,YouTube,258,Gaming,FALSE
38,Other,United States,68511,TRUE,TRUE,Students,Rural,Instagram,292,Trends,TRUE
31,Male,Japan,28605,FALSE,FALSE,Labor/Worker,Rural,TikTok,207,Vlogs,FALSE
26,Male,Japan,21381,FALSE,TRUE,Waiting staff,Rural,TikTok,53,Vlogs,TRUE
63,Female,Japan,86634,TRUE,FALSE,driver,Rural,Facebook,37,Vlogs,FALSE
18,Female,Pakistan,39810,FALSE,TRUE,Waiting staff,Urban,TikTok,26,Gaming,TRUE
62,Female,Barzil,44322,FALSE,FALSE,Teacher,Urban,TikTok,136,Vlogs,FALSE
30,Other,India,61869,TRUE,TRUE,Labor/Worker,Urban,Instagram,177,Gaming,TRUE
21,Female,Pakistan,52955,TRUE,TRUE,Students,Rural,YouTube,253,Comedy,TRUE
18,Male,United States,81388,TRUE,TRUE,Students,Rural,YouTube,85,Entertainment,TRUE
57,Female,United States,30207,FALSE,TRUE,Waiting staff,Rural,Facebook,240,Vlogs,TRUE
49,Male,Vietnam,87628,TRUE,FALSE,Engineer,Rural,Instagram,213,Life Hacks,FALSE
51,Male,Germany,48220,FALSE,TRUE,Teacher,Rural,YouTube,257,Jokes/Memes,TRUE
45,Male,Mexico,94085,TRUE,FALSE,Waiting staff,Urban,Instagram,223,Life Hacks,FALSE
48,Male,India,42031,FALSE,TRUE,Teacher,Urban,YouTube,224,Jokes/Memes,TRUE
25,Male,Indonesia,90721,TRUE,FALSE,Cashier,Rural,Instagram,167,Pranks,FALSE
56,Male,Philippines,91312,TRUE,TRUE,Students,Rural,Facebook,78,ASMR,TRUE
43,Male,United States,79766,TRUE,FALSE,Labor/Worker,Rural,TikTok,94,Jokes/Memes,FALSE
51,Female,Vietnam,32449,FALSE,TRUE,Artist,Rural,Facebook,276,Trends,TRUE
20,Female,India,76699,TRUE,FALSE,Students,Urban,YouTube,78,ASMR,FALSE
29,Other,Germany,66092,TRUE,TRUE,Students,Rural,Facebook,108,Vlogs,TRUE
18,Female,Pakistan,83671,TRUE,FALSE,Students,Rural,TikTok,225,Vlogs,FALSE
61,Other,India,30350,FALSE,TRUE,Students,Rural,Facebook,170,Jokes/Memes,TRUE
22,Male,Mexico,88487,TRUE,FALSE,Labor/Worker,Urban,YouTube,103,Life Hacks,FALSE
47,Male,India,37622,FALSE,TRUE,Students,Urban,YouTube,183,Jokes/Memes,TRUE
47,Male,Barzil,90263,TRUE,FALSE,Labor/Worker,Rural,Facebook,174,Gaming,FALSE
34,Male,Japan,73117,TRUE,TRUE,Waiting staff,Rural,TikTok,124,Jokes/Memes,TRUE
64,Other,Japan,78394,TRUE,FALSE,Students,Rural,Facebook,229,Pranks,FALSE
40,Female,Mexico,43782,FALSE,TRUE,Artist,Rural,TikTok,40,Jokes/Memes,TRUE
32,Female,Germany,48454,FALSE,TRUE,Cashier,Rural,Instagram,20,Gaming,TRUE
54,Male,Vietnam,87904,TRUE,TRUE,Labor/Worker,Rural,TikTok,139,Pranks,TRUE
38,Male,Pakistan,35592,FALSE,TRUE,Labor/Worker,Urban,Instagram,114,Life Hacks,TRUE
31,Male,Japan,42173,FALSE,FALSE,Students,Urban,Facebook,36,Jokes/Memes,FALSE
19,Male,India,53204,TRUE,TRUE,driver,Rural,TikTok,236,Pranks,TRUE
28,Female,Indonesia,55596,TRUE,FALSE,Labor/Worker,Urban,Instagram,11,Gaming,FALSE
56,Other,United States,54324,TRUE,TRUE,Students,Rural,Instagram,110,Trends,TRUE
55,Male,United States,81202,TRUE,FALSE,Waiting staff,Rural,Instagram,30,Vlogs,FALSE
51,Male,United States,50750,TRUE,TRUE,Manager,Urban,YouTube,67,Life Hacks,TRUE
55,Male,Vietnam,96112,TRUE,FALSE,Students,Rural,Facebook,189,Jokes/Memes,FALSE
51,Male,India,36566,FALSE,TRUE,Waiting staff,Urban,Instagram,29,Pranks,TRUE
35,Male,India,27190,FALSE,FALSE,Students,Urban,TikTok,264,Jokes/Memes,FALSE
47,Male,Mexico,58333,TRUE,TRUE,Labor/Worker,Urban,Instagram,47,Jokes/Memes,TRUE
32,Female,United States,21589,FALSE,FALSE,Labor/Worker,Rural,YouTube,157,Comedy,FALSE
44,Female,India,45235,FALSE,TRUE,Students,Rural,Facebook,34,Life Hacks,TRUE
51,Other,Pakistan,20159,FALSE,FALSE,Students,Urban,YouTube,130,Jokes/Memes,FALSE
55,Female,Barzil,32145,FALSE,TRUE,Waiting staff,Rural,YouTube,35,Gaming,TRUE
50,Male,Barzil,51921,TRUE,FALSE,Students,Rural,YouTube,178,ASMR,FALSE
41,Male,India,36237,FALSE,TRUE,driver,Rural,TikTok,234,Life Hacks,TRUE
32,Male,Vietnam,28244,FALSE,FALSE,Manager,Rural,Facebook,10,Jokes/Memes,FALSE
47,Male,Japan,34743,FALSE,TRUE,Students,Urban,Facebook,270,Life Hacks,TRUE
59,Female,India,66101,TRUE,TRUE,Waiting staff,Rural,TikTok,22,Entertainment,TRUE
34,Female,United States,76378,TRUE,TRUE,Labor/Worker,Urban,Facebook,57,Entertainment,TRUE
22,Female,Philippines,91126,TRUE,TRUE,Students,Rural,YouTube,103,Life Hacks,TRUE
46,Male,United States,76071,TRUE,FALSE,Students,Rural,Facebook,270,ASMR,FALSE
21,Female,Mexico,91121,TRUE,TRUE,Engineer,Rural,TikTok,287,Jokes/Memes,TRUE
27,Other,Mexico,94763,TRUE,FALSE,Labor/Worker,Rural,YouTube,214,Pranks,FALSE
34,Male,Barzil,32237,FALSE,TRUE,Artist,Rural,TikTok,194,Life Hacks,TRUE
27,Male,Barzil,35649,FALSE,FALSE,Labor/Worker,Urban,Instagram,184,Gaming,FALSE
34,Male,Vietnam,57713,TRUE,TRUE,Manager,Rural,YouTube,78,Pranks,TRUE
37,Male,Germany,93463,TRUE,FALSE,Waiting staff,Rural,YouTube,113,Pranks,FALSE
41,Male,Indonesia,65409,TRUE,TRUE,Labor/Worker,Rural,Facebook,255,Gaming,TRUE
22,Other,Indonesia,68766,TRUE,FALSE,driver,Rural,YouTube,170,Gaming,FALSE
51,Female,Germany,66154,TRUE,TRUE,Waiting staff,Urban,TikTok,209,Jokes/Memes,TRUE
23,Female,Japan,27016,FALSE,FALSE,Labor/Worker,Rural,Facebook,225,Jokes/Memes,FALSE
19,Male,Indonesia,99563,TRUE,TRUE,Artist,Urban,Instagram,221,Vlogs,TRUE
30,Male,Vietnam,68688,TRUE,FALSE,Labor/Worker,Urban,TikTok,25,Jokes/Memes,FALSE
60,Female,Philippines,74238,TRUE,TRUE,Labor/Worker,Urban,Instagram,214,Life Hacks,TRUE
60,Male,Philippines,78608,TRUE,FALSE,Waiting staff,Rural,Instagram,48,Jokes/Memes,FALSE
28,Female,India,51897,TRUE,TRUE,driver,Rural,Instagram,98,Trends,TRUE
64,Female,India,70961,TRUE,FALSE,Teacher,Rural,YouTube,265,Jokes/Memes,FALSE
40,Male,Philippines,88703,TRUE,TRUE,Labor/Worker,Rural,TikTok,263,Gaming,TRUE
33,Female,United States,64757,TRUE,TRUE,Waiting staff,Urban,TikTok,225,Gaming,TRUE
48,Other,United States,46917,FALSE,TRUE,Students,Urban,YouTube,181,Comedy,TRUE
28,Male,Germany,42736,FALSE,TRUE,Students,Rural,Facebook,146,Vlogs,TRUE
33,Other,India,47990,FALSE,FALSE,Waiting staff,Urban,Instagram,187,ASMR,FALSE
25,Other,India,82551,TRUE,TRUE,Engineer,Urban,TikTok,86,Pranks,TRUE
21,Male,Barzil,78161,TRUE,FALSE,Labor/Worker,Rural,YouTube,197,Pranks,FALSE
57,Other,Mexico,99623,TRUE,TRUE,Labor/Worker,Urban,Instagram,24,Vlogs,TRUE
21,Female,Vietnam,42440,FALSE,FALSE,Waiting staff,Rural,Facebook,223,Jokes/Memes,FALSE
42,Female,Philippines,55205,TRUE,TRUE,Students,Urban,Facebook,217,Vlogs,TRUE
20,Female,Indonesia,75103,TRUE,FALSE,Students,Rural,Instagram,178,Entertainment,FALSE
49,Male,Germany,90812,TRUE,TRUE,driver,Rural,Facebook,289,Jokes/Memes,TRUE
20,Other,United States,61627,TRUE,FALSE,Labor/Worker,Rural,TikTok,155,Trends,FALSE
44,Male,Philippines,39008,FALSE,TRUE,Engineer,Rural,TikTok,272,Entertainment,TRUE
46,Female,India,91274,TRUE,FALSE,Waiting staff,Rural,TikTok,13,Gaming,FALSE
49,Other,Mexico,52402,TRUE,TRUE,Students,Rural,Facebook,99,Jokes/Memes,TRUE
36,Other,India,73384,TRUE,FALSE,Students,Rural,TikTok,69,Life Hacks,FALSE
38,Male,Indonesia,25793,FALSE,TRUE,Teacher,Rural,YouTube,25,Pranks,TRUE
22,Male,India,25571,FALSE,FALSE,Manager,Urban,TikTok,236,Jokes/Memes,FALSE
35,Female,Barzil,36209,FALSE,TRUE,Students,Rural,TikTok,38,Jokes/Memes,TRUE
45,Male,Philippines,63148,TRUE,FALSE,Waiting staff,Rural,Facebook,160,Trends,FALSE
59,Male,Barzil,22224,FALSE,TRUE,Students,Rural,TikTok,254,Life Hacks,TRUE
39,Male,Vietnam,68695,TRUE,TRUE,Engineer,Urban,Instagram,279,Pranks,TRUE
